position,measured_point_id,simulated_point_id,measured_distance_cm,simulated_distance_cm,distance_difference_cm,measured_height_cm,simulated_height_cm,height_difference_cm,measured_geometry_x_cm,measured_geometry_y_cm,measured_geometry_z_cm,simulated_geometry_x_cm,simulated_geometry_y_cm,simulated_geometry_z_cm,geometry_separation_cm,match_score,exact_distance_height_match,measured_neutron_dose_rate_uSv_h,measured_neutron_dose_rate_uncertainty_uSv_h,measured_gamma_dose_rate_uSv_h,measured_gamma_dose_rate_uncertainty_uSv_h,measured_total_dose_rate_uSv_h,measured_total_dose_rate_uncertainty_uSv_h,simulated_neutron_dose_rate_uSv_h,simulated_neutron_dose_rate_uncertainty_uSv_h,simulated_gamma_dose_rate_uSv_h,simulated_gamma_dose_rate_uncertainty_uSv_h,simulated_total_dose_rate_uSv_h,simulated_total_dose_rate_uncertainty_uSv_h,neutron_residual_uSv_h,neutron_residual_uncertainty_uSv_h,neutron_pull,neutron_simulation_to_measurement_ratio,neutron_relative_difference_percent,neutron_log10_ratio,neutron_agreement_class,gamma_residual_uSv_h,gamma_residual_uncertainty_uSv_h,gamma_pull,gamma_simulation_to_measurement_ratio,gamma_relative_difference_percent,gamma_log10_ratio,gamma_agreement_class,total_residual_uSv_h,total_residual_uncertainty_uSv_h,total_pull,total_simulation_to_measurement_ratio,total_relative_difference_percent,total_log10_ratio,total_agreement_class,total_absolute_log10_ratio,model_bias_direction
P3,P3_x0_h85,P3_x0_h85,0.0,0.0,0.0,85.0,85.0,0.0,43.5,0.0,44.0,43.5,0.0,44.0,0.0,0.0,True,37.08735440931781,0.858647971021281,4.875,0.1031738649595161,41.96235440931781,0.8648243663019949,32.656136418505604,1.8932859697507989,0.0740304298859427,0.0049853752908115,32.73016684839155,1.8932925334511863,-4.431217990812208,2.0788958851741914,-2.1315247302252054,0.8805194368434404,-11.948056315655963,-0.05526105284754691,within factor 2,-4.800969570114058,0.10329424174403284,-46.47857895129379,0.015185729207372862,-98.48142707926273,-1.8185643487483865,outside factor 10,-9.232187560926263,2.0814604972883,-4.4354373157472065,0.7799888092343017,-22.001119076569832,-0.10791162823600106,within factor 2,0.10791162823600106,simulation low
P3,P3_x5_h85,P3_x5_h85,5.0,5.0,0.0,85.0,85.0,0.0,48.5,0.0,44.0,48.5,0.0,44.0,0.0,0.0,True,34.508319467554074,0.9116323849114012,4.875,0.1031738649595161,39.38331946755408,0.9174521522291684,32.12373321153061,1.901096609813494,0.0839590399791292,0.0053373279179371,32.20769225150974,1.9011041020716528,-2.3845862560234607,2.1083742374312036,-1.1310071113982059,0.9308982212748571,-6.910177872514285,-0.031097799528863213,within factor 2,-4.7910409600208705,0.10331182642847843,-46.37456451646078,0.017222367175205987,-98.2777632824794,-1.7639071559906814,outside factor 10,-7.17562721604434,2.1109038960937085,-3.399314970862982,0.8178003450939179,-18.219965490608214,-0.08735271051884026,within factor 2,0.08735271051884026,simulation low
P3,P3_x57_h85,P3_x57_h85,57.0,57.0,0.0,85.0,85.0,0.0,100.5,0.0,44.0,100.5,0.0,44.0,0.0,0.0,True,17.13727121464226,0.5146363290752796,1.0139999999999998,0.052985083105715,18.15127121464226,0.5173567146909365,8.028599081380355,0.948911428574495,0.0125685451345011,0.0018066156431094,8.041167626514856,0.9489131483646808,-9.108672133261907,1.0794829551611125,-8.437995328886355,0.46848760113690896,-53.15123988630911,-0.3293018985415763,within factor 10,-1.0014314548654988,0.05301587396055499,-18.889275608482592,0.012395014925543494,-98.76049850744566,-1.9067529459371217,outside factor 10,-10.110103588127405,1.0807840364176229,-9.35441609744575,0.44300851061209473,-55.69914893879053,-0.3535879304894198,within factor 10,0.3535879304894198,simulation low
P3,P3_x100_h85,P3_x100_h85,100.0,100.0,0.0,85.0,85.0,0.0,143.5,0.0,44.0,143.5,0.0,44.0,0.0,0.0,True,12.295341098169716,0.4667657289114995,0.325,0.0351923642879193,12.620341098169716,0.4680905341816442,5.183117134794015,0.7800894875005318,0.0062787239543033,0.0015425268706914,5.189395858748319,0.780091012573526,-7.112223963375701,0.9090708741320039,-7.823618780182097,0.4215513090210709,-57.84486909789291,-0.3751495577686122,within factor 10,-0.3187212760456967,0.03522615354137353,-9.047859161556053,0.01931915062862554,-98.06808493713746,-1.7140119713682371,outside factor 10,-7.430945239421397,0.9097531182075971,-8.168089881419593,0.41119299537006326,-58.88070046299367,-0.3859542921111266,within factor 10,0.3859542921111266,simulation low
P3,P3_x114_h85,P3_x114_h85,114.0,114.0,0.0,85.0,85.0,0.0,157.5,0.0,44.0,157.5,0.0,44.0,0.0,0.0,True,10.348585690515806,0.432098816196599,0.325,0.0351923642879193,10.673585690515806,0.4335295716126823,3.936282404854437,0.6645664318219421,0.0088764070158909,0.001627179485782,3.945158811870328,0.664568423879458,-6.41230328566137,0.7926903110692411,-8.089291866090763,0.38036911734343865,-61.96308826565614,-0.4197947512293448,within factor 10,-0.31612359298410914,0.03522996192522165,-8.973146029936284,0.027312021587356617,-97.26879784126434,-1.563646152963885,outside factor 10,-6.728426878645477,0.7934727969378048,-8.479719663499536,0.36961888218837885,-63.0381117811621,-0.43224585070746707,within factor 10,0.43224585070746707,simulation low
P3,P3_x176_h85,P3_x176_h85,176.0,176.0,0.0,85.0,85.0,0.0,219.5,0.0,44.0,219.5,0.0,44.0,0.0,0.0,True,6.383333333333334,0.3764115830268311,0.1259999999999999,0.0277468884086234,6.509333333333334,0.3774328677435571,1.9871334944911747,0.5130480448356,0.0043303665300708,0.0012320834510807,1.9914638610212456,0.5130495242559554,-4.3961998388421595,0.6363206551310406,-6.908780664894224,0.31130028634326495,-68.86997136567352,-0.5068204798403158,within factor 10,-0.1216696334699291,0.027774229890152248,-4.380666320943387,0.03436798833389527,-96.56320116661048,-1.4638458877364178,outside factor 10,-4.517869472312088,0.6369265138086085,-7.093235050456186,0.3059397574284994,-69.40602425715007,-0.5143640819892957,within factor 10,0.5143640819892957,simulation low
P3,P3_x200_h85,P3_x200_h85,200.0,200.0,0.0,85.0,85.0,0.0,243.5,0.0,44.0,243.5,0.0,44.0,0.0,0.0,True,4.65,0.3148897219759979,0.1259999999999999,0.0277468884086234,4.776,0.3161098334795706,1.5295159263648026,0.4405387514465504,0.0015176014504143,0.0005469099495017,1.531033527815217,0.4405390909290325,-3.1204840736351978,0.5415070900110236,-5.762591351429347,0.3289281562074844,-67.10718437925156,-0.4828989493748534,within factor 10,-0.1244823985495856,0.027752277867833904,-4.4854840075619915,0.012044455955669059,-98.7955544044331,-1.9192128121693326,outside factor 10,-3.2449664721847826,0.5422177767825952,-5.984618378688583,0.3205681590902883,-67.94318409097116,-0.4940796167857531,within factor 10,0.4940796167857531,simulation low
P4,P4_x0_h42,P4_x0_h42,0.0,0.0,0.0,42.0,42.0,0.0,43.20710678118655,34.207106781186546,1.0,43.20710678118655,34.207106781186546,1.0,0.0,0.0,True,43.141666666666666,0.702371029275019,1.571,0.0613533377529077,44.71266666666666,0.7050455976873212,18.991557903113875,1.519112154673281,0.0058447974769453,0.001395746304789,18.997402700590825,1.5191127958725927,-24.15010876355279,1.6736268404996821,-14.429804887893932,0.44021382043145935,-55.97861795685406,-0.3563363269737173,within factor 10,-1.5651552025230546,0.06136921183435308,-25.503915656399496,0.0037204312393031825,-99.62795687606967,-2.429406717646292,outside factor 10,-25.71526396607583,1.6747516178234065,-15.354673309404957,0.42487742550039875,-57.512257449960124,-0.37173634314220005,within factor 10,0.37173634314220005,simulation low
P4,P4_x20_h42,P4_x20_h42,20.0,20.0,0.0,42.0,42.0,0.0,57.3492424049175,48.3492424049175,1.0,57.3492424049175,48.3492424049175,1.0,0.0,0.0,True,27.433333333333334,0.6694862467138862,1.142,0.0590461181912558,28.575333333333333,0.6720850233508424,18.467225752132432,1.5914887811364329,0.0059895133620719,0.0012763175480748,18.473215265494503,1.59148929291705,-8.966107581200902,1.7265712771334334,-5.193013285896323,0.6731674028723851,-32.68325971276149,-0.17187692224969467,within factor 2,-1.136010486637928,0.05905991076812826,-19.234883220497128,0.005244757760133013,-99.4755242239867,-2.2802745657863452,outside factor 10,-10.10211806783883,1.7275810973966212,-5.847550707206868,0.6464741828206554,-35.352581717934456,-0.18944881414384623,within factor 2,0.18944881414384623,simulation low
P4,P4_x71_h42,P4_x71_h42,71.0,71.0,0.0,42.0,42.0,0.0,93.41168824543142,84.41168824543142,1.0,93.4116882454314,84.4116882454314,1.0,2.0097183471152322e-14,5.02429586778808e-16,True,71.89600665557404,2.958208605428589,0.4949999999999999,0.0407734692292465,72.39100665557405,2.958489585755668,6.885832296341845,0.9025750436553752,0.0028502889391954,0.0010021787406677,6.888682585281041,0.9025756000423072,-65.0101743592322,3.0928368632472774,-21.01959373666277,0.09577489232926668,-90.42251076707333,-1.0187483275811846,outside factor 10,-0.49214971106080446,0.0407857837391481,-12.066697411245677,0.005758159473122022,-99.42418405268779,-2.2397163114381664,outside factor 10,-65.502324070293,3.0931057762088376,-21.176878131396457,0.09515936997611316,-90.48406300238868,-1.02154844196898,outside factor 10,1.02154844196898,simulation low
P4,P4_x85_h45,P4_x85_h45,85.0,85.0,0.0,45.0,45.0,0.0,103.3111831820431,94.3111831820431,4.0,103.31118318204308,94.31118318204308,4.0,2.0097183471152322e-14,5.02429586778808e-16,True,12.922148209825146,0.925974822327189,0.4949999999999999,0.0407734692292465,13.417148209825143,0.926872077137324,6.260065261639936,0.8634484187265752,0.0023891485184279,0.0007744613737059,6.262454410158364,0.8634487660491748,-6.662082948185209,1.2660855197755372,-5.26195335475152,0.4844446263880643,-51.55553736119357,-0.31475585706205594,within factor 10,-0.49261085148157197,0.04078082372154434,-12.079472814114045,0.004826562663490708,-99.51734373365093,-2.31636205097153,outside factor 10,-7.154693799666779,1.266742128046865,-5.648105988784231,0.46675003601528964,-53.32499639847104,-0.3309156398679233,within factor 10,0.3309156398679233,simulation low
P4,P4_x152_h113,P4_x152_h113,152.0,152.0,0.0,113.0,113.0,0.0,150.68733752154176,141.68733752154176,72.0,150.68733752154176,141.68733752154176,72.0,0.0,0.0,True,4.487510407993339,0.2272928988663007,0.07,0.0245935235852292,4.557510407993339,0.2286195601373242,3.002714530704718,0.6114901118984193,0.001129099980562,0.0006098663758295,3.0038436306852803,0.6114904160218193,-1.484795877288621,0.6523666291469757,-2.2760144540656784,0.6691270343030645,-33.08729656969355,-0.17449142324945732,within factor 2,-0.068870900019438,0.024601084108908544,-2.799506709320118,0.016129999722314284,-98.38700002776856,-1.792365640087627,outside factor 10,-1.553666777308059,0.6528303241761378,-2.37989370250036,0.6590974812513627,-34.090251874863725,-0.18105034801803485,within factor 2,0.18105034801803485,simulation low
P5,P5_x0_h45,P5_x0_h45,0.0,0.0,0.0,45.0,45.0,0.0,0.0,34.5,4.0,0.0,34.5,4.0,0.0,0.0,True,250.8745892661555,20.600378424513504,14.231,0.1753733675050179,265.1055892661555,20.60112489771351,176.6971978924206,4.978960646421453,0.1839711740332419,0.0081605995910003,176.88116906645385,4.978967334096421,-74.1773913737349,21.193528265764883,-3.5000020026659686,0.7043248118882246,-29.567518811177536,-0.15222701205302264,within factor 2,-14.047028825966757,0.17556313227934472,-80.01126799000164,0.012927494486209114,-98.70725055137908,-1.8884856387896554,outside factor 10,-88.22442019970165,21.19425541898537,-4.16265721326884,0.6672102597160717,-33.278974028392824,-0.17573728415716175,within factor 2,0.17573728415716175,simulation low
P5,P5_x6_h45,P5_x6_h45,6.0,6.0,0.0,45.0,45.0,0.0,0.0,40.5,4.0,0.0,40.5,4.0,0.0,0.0,True,193.56666666666663,2.222167454342729,11.202,0.1580231592671613,204.76866666666663,2.227779054126513,119.81297423531342,4.112358829295757,0.1317952231556456,0.0065218266628779,119.94476945846908,4.112364000804135,-73.75369243135322,4.674347370064276,-15.778393557930857,0.6189752414429831,-38.102475855701684,-0.20832672209415604,within factor 2,-11.070204776844355,0.15815768425149393,-69.99473234092821,0.011765329687167076,-98.8234670312833,-1.929395898550749,outside factor 10,-84.82389720819755,4.67702225664093,-18.13630394590396,0.5857574374585424,-41.424256254145774,-0.23228218838751175,within factor 2,0.23228218838751175,simulation low
P5,P5_x0_h85,P5_x0_h85,0.0,0.0,0.0,85.0,85.0,0.0,0.0,34.5,44.0,0.0,34.5,44.0,0.0,0.0,True,51.51338538761852,0.6995333122740179,8.622,0.1308658465107363,60.13538538761852,0.711668971337117,36.94259328871549,1.8825857023884267,0.0959159439350344,0.0054914296649509,37.038509232650526,1.8825937115153368,-14.570792098903027,2.0083515085309105,-7.2551005324568,0.7171455149129999,-28.285448508700004,-0.1443927133534251,within factor 2,-8.526084056064965,0.1309810122984881,-65.09404612506098,0.011124558563562328,-98.88754414364377,-1.9537172133549099,outside factor 10,-23.096876154967994,2.012618147439082,-11.476034927120764,0.6159187139802801,-38.408128601971995,-0.21047660017196632,within factor 2,0.21047660017196632,simulation low
P5,P5_x6_h85,P5_x6_h85,6.0,6.0,0.0,85.0,85.0,0.0,0.0,40.5,44.0,0.0,40.5,44.0,0.0,0.0,True,44.66666666666666,0.9139878396893372,8.622,0.1308658465107363,53.28866666666666,0.9233090711581649,39.13027891585705,2.4078324929644914,0.1027338338855502,0.0057315128431844,39.2330127497426,2.4078393144923664,-5.5363877508096095,2.5754671586482285,-2.149663501714176,0.8760510205042624,-12.394897949573755,-0.05747060013531792,within factor 2,-8.51926616611445,0.1309912975065259,-65.03688663508372,0.011915313603056159,-98.8084686396944,-1.9238945228278492,outside factor 10,-14.055653916924058,2.5787961930517156,-5.450471020081184,0.7362355863612514,-26.376441363874857,-0.13298319451390472,within factor 2,0.13298319451390472,simulation low
