scenario,particle,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,leakage_rate_per_s,leakage_std_per_s,source_strength_per_s,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,fraction_of_particle_leakage
full_geometry,neutron,844630.3185839704,1029200.5271944307,932359.3562414775,184570.20861046028,0.08583333333333343,239756.39999643998,321.82469960659006,12000000.0,2793278.446560463,3749.4139759991035,0.050460120879438825
full_geometry,neutron,1029200.5271944307,1254103.365544753,1136100.2794537854,224902.8383503222,0.08583333333333343,190558.39999926242,288.8885660810663,12000000.0,2220097.8640690744,3365.692032012419,0.04010570687038183
full_geometry,neutron,1254103.365544753,1528152.3958776172,1384363.0530808733,274049.03033286426,0.08583333333333343,131404.79999899995,234.18220619627553,12000000.0,1530929.7087262115,2728.3363828692263,0.027655996220273895
full_geometry,neutron,1528152.3958776172,1862087.1366628732,1686876.6757603418,333934.740785256,0.08583333333333343,107201.59999047869,209.33989322140312,12000000.0,1248950.6795007212,2438.9113773367326,0.022562090914232627
full_geometry,neutron,1862087.1366628732,2268993.9261810533,2055496.1452427802,406906.78951818007,0.08583333333333343,84027.20000000003,179.94514511604126,12000000.0,978957.6699029119,2096.4482926140704,0.017684711103535675
full_geometry,neutron,2268993.9261810533,2764818.754010117,2504667.035723596,495824.82782906387,0.08583333333333343,64350.0,160.72605331447775,12000000.0,749708.7378640769,1872.5365434696416,0.013543366427924771
full_geometry,neutron,2764818.754010117,3368992.1574149197,3051991.5954887187,604173.4034048025,0.08583333333333343,47067.99999999999,139.10409566738159,12000000.0,548365.0485436886,1620.6302407850264,0.009906125423924834
full_geometry,neutron,3368992.1574149197,4105190.6712730955,3718918.549284449,736198.5138581758,0.08583333333333343,39289.600000000006,126.49351352228017,12000000.0,457742.91262135876,1473.710837152777,0.008269051275937734
full_geometry,neutron,4105190.6712730955,5002264.671473413,4531583.637600836,897074.0002003172,0.08583333333333343,39745.99999999999,124.93030030025217,12000000.0,463060.1941747567,1455.4986442747809,0.008365107102475492
full_geometry,neutron,5002264.671473413,6095368.972401719,5521833.832182957,1093104.3009283058,0.08583333333333343,34829.600000000006,117.61577488446288,12000000.0,405781.74757281516,1370.2808724403428,0.0073303812795345565
full_geometry,neutron,6095368.972401719,7427340.484719703,6728475.365045459,1331971.5123179844,0.08583333333333343,32943.60000000001,118.46617738387108,12000000.0,383808.93203883467,1380.1884743751955,0.006933445940248371
full_geometry,neutron,7427340.484719703,9050376.921517165,8198794.479138827,1623036.4367974624,0.08583333333333343,28811.600000000006,111.13233185687582,12000000.0,335669.12621359195,1294.745613866513,0.006063808176764529
full_geometry,neutron,9050376.921517165,11028082.338495575,9990410.496316526,1977705.4169784095,0.08583333333333343,13472.400000000005,72.0189978652278,12000000.0,156959.99999999988,839.0562858084784,0.0028354568743368105
full_geometry,neutron,11028082.338495575,13437959.669446556,12173533.821205715,2409877.330950981,0.08583333333333165,1.2000000000000002,0.692820323027551,12000000.0,13.980582524272121,8.071693083816287,2.525569497048909e-07
full_geometry,neutron,13437959.669446556,16374447.935279656,14833717.36833827,2936488.2658331003,0.08583333333333343,0.0,0.0,12000000.0,0.0,0.0,0.0
full_geometry,neutron,16374447.935279656,19952623.149688788,18075209.2363224,3578175.2144091316,0.08583333333333254,0.0,0.0,12000000.0,0.0,0.0,0.0
