scenario,particle,side,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,leakage_rate_per_s,leakage_std_per_s,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,relative_uncertainty_percent
full_geometry,neutron,y_min,686.5412978224565,1513.5612484362102,1019.3734859388748,827.0199506137537,0.3433333333333328,3620.400000000001,40.04670851488601,10544.854368932058,116.64089858704679,1.1061404406940116
full_geometry,neutron,y_min,1513.5612484362102,3336.8242522829496,2247.3290549222215,1823.2630038467394,0.34333333333333377,5320.000000000002,48.73735767811783,15495.145631067948,141.95346896539155,0.9161157458292822
full_geometry,neutron,y_min,3336.8242522829496,7356.422544596421,4954.501908047911,4019.5982923134716,0.3433333333333328,5139.200000000001,46.44018557370751,14968.543689320413,135.2626764282745,0.9036462012318552
full_geometry,neutron,y_min,7356.422544596421,16218.100973589331,10922.783694308595,8861.67842899291,0.3433333333333337,7004.0,54.3030515227493,20399.999999999978,158.16422773616284,0.7753148418439364
full_geometry,neutron,y_min,16218.100973589331,35754.71604506223,24080.564675705467,19536.6150714729,0.3433333333333337,25406.79999999999,98.3785195577206,74000.38834951445,286.5393773525839,0.3872133427181724
full_geometry,neutron,y_min,35754.71604506223,78825.48774020227,53088.444423098954,43070.771695140036,0.3433333333333329,22201.600000000006,97.5092236439831,64664.85436893214,284.00744750674727,0.4391990831470844
full_geometry,neutron,y_min,78825.48774020227,173780.08287493835,117039.73595386221,94954.59513473608,0.34333333333333454,53124.40000000002,152.61306921859284,154731.26213592186,444.504085102696,0.28727490422215174
full_geometry,neutron,y_min,173780.08287493835,383118.6849557293,258027.89931041183,209338.60208079094,0.34333333333333194,106432.39999880003,207.39759047995162,309997.28154990426,604.0706518833567,0.1948632094007933
full_geometry,neutron,y_min,383118.6849557293,844630.3185839704,568852.9308438424,461511.63362824114,0.3433333333333337,108877.19999727998,212.31107240235454,317118.05824450444,618.3817642787019,0.19500048899830139
full_geometry,neutron,y_min,844630.3185839704,1862087.1366628727,1254103.3655447527,1017456.8180789023,0.3433333333333336,71594.8,164.7988359214724,208528.54368932024,479.99660948001633,0.2301826891359043
full_geometry,neutron,y_min,1862087.1366628727,4105190.671273096,2764818.754010117,2243103.534610223,0.3433333333333339,28671.2,103.38610685339516,83508.34951456297,301.1245830681408,0.3605921860731157
full_geometry,neutron,y_min,4105190.671273096,9050376.921517164,6095368.972401719,4945186.250244068,0.3433333333333336,18330.399999999998,86.40966748837671,53389.51456310675,251.67864317002906,0.4714008831688164
full_geometry,neutron,y_min,9050376.921517164,19952623.149688788,13437959.669446567,10902246.228171624,0.34333333333333116,1846.8000000000002,26.499124741020015,5379.029126213627,77.181916721418,1.4348670533365828
