scenario,particle,side,tally_name,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,raw_current_per_source,std_current_per_source,outward_current_per_source,leakage_rate_per_s,leakage_std_per_s,rel_unc_percent,source_strength_per_s,normal_flip_applied,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,energy_group
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,1242.1289007186062,1513.5612484362102,1371.1448390634562,271.432347717604,0.08583333333333343,0.00019550000000000014,2.6316506767200063e-06,0.00019550000000000014,2346.000000000002,31.579808120640077,1.3461128781176492,12000000.0,False,27332.038834951447,367.9200946093986,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,1513.5612484362102,1844.3075041909485,1670.7699927110023,330.7462557547383,0.08583333333333343,0.00021573333333333355,2.803363695971563e-06,0.00021573333333333355,2588.8000000000025,33.64036435165876,1.299457831878041,12000000.0,False,30160.77669902912,391.92657497078125,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,1844.3075041909485,2247.3290549222215,2035.8697994664112,403.021550731273,0.08583333333333343,0.00023576666666666682,3.137367241332485e-06,0.00023576666666666682,2829.200000000002,37.648406895989815,1.33070857118584,12000000.0,False,32961.55339805824,438.62221626395853,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,2247.3290549222215,2738.419634264367,2480.751903889584,491.09057934214525,0.08583333333333343,0.0002567666666666669,2.9608438089409636e-06,0.0002567666666666669,3081.200000000003,35.53012570729156,1.153126240013356,12000000.0,False,35897.47572815533,413.9432121237847,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,2738.419634264367,3336.8242522829496,3022.850483987116,598.4046180185828,0.08583333333333343,0.00027586666666666696,3.261331615970283e-06,0.00027586666666666696,3310.4000000000033,39.135979391643396,1.1822130072391057,12000000.0,False,38567.76699029126,455.9531579608934,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,3336.8242522829496,4065.993374903165,3683.409467191868,729.1691226202156,0.08583333333333343,0.0002648000000000003,3.035075516206221e-06,0.0002648000000000003,3177.6000000000035,36.42090619447465,1.1461765544585412,12000000.0,False,37020.58252427184,424.3212372171799,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,4065.993374903165,4954.501908047916,4488.315043985651,888.5085331447508,0.08583333333333343,0.00029026666666666677,3.1706898107324786e-06,0.00029026666666666677,3483.200000000001,38.04827772878974,1.0923368663524842,12000000.0,False,40580.97087378638,443.28090557813243,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,4954.501908047916,6037.168999921217,5469.110103967317,1082.6670918733007,0.08583333333333343,0.00028590000000000023,3.046018290284773e-06,0.00028590000000000023,3430.800000000003,36.552219483417275,1.0654138825759951,12000000.0,False,39970.48543689319,425.85110077767655,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,6037.168999921217,7356.422544596421,6664.230348401762,1319.2535446752045,0.08583333333333254,0.0001380000000000001,2.096873502106154e-06,0.0001380000000000001,1656.0000000000011,25.16248202527385,1.5194735522508351,12000000.0,False,19293.20388349534,293.1551303915427,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,7356.422544596421,8963.961859499512,8120.5105204121655,1607.5393149030906,0.08583333333333343,7.319999999999998e-05,1.9282792509294964e-06,7.319999999999998e-05,878.3999999999997,23.139351011153956,2.6342612717616074,12000000.0,False,10233.786407766976,269.5846719746089,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,8963.961859499512,10922.783694308595,9895.019779431743,1958.8218348090832,0.08583333333333343,0.00024453333333333344,2.896264204048165e-06,0.00024453333333333344,2934.4000000000015,34.75517044857798,1.1844046635965773,12000000.0,False,34187.1844660194,404.91460716789834,epithermal_intermediate
