timestamp,raw,dec_val,tail,dt_s
2026-08-06 13:46:52.436,J30J40,0,40,0.999
2026-08-06 13:46:53.436,J30J40,0,40,1.000
2026-08-06 13:46:54.436,J30J40,0,40,1.000
2026-08-06 13:46:55.437,J30J40,0,40,1.001
2026-08-06 13:46:56.437,J31J40,1,40,1.000
2026-08-06 13:46:57.438,J30J40,0,40,1.000
2026-08-06 13:46:58.438,J30J40,0,40,1.000
2026-08-06 13:46:59.439,J30J40,0,40,1.001
2026-08-06 13:47:00.440,J30J40,0,40,1.000
2026-08-06 13:47:01.441,J30J40,0,40,1.001
2026-08-06 13:47:02.439,J30J40,0,40,0.998
2026-08-06 13:47:03.439,J32J40,2,40,1.000
2026-08-06 13:47:04.440,J31J40,1,40,1.000
2026-08-06 13:47:05.440,J30J40,0,40,1.000
2026-08-06 13:47:06.440,J32J40,2,40,1.000
2026-08-06 13:47:07.440,J30J40,0,40,1.000
2026-08-06 13:47:08.441,J31J40,1,40,1.000
2026-08-06 13:47:09.441,J30J40,0,40,1.000
2026-08-06 13:47:10.441,J31J40,1,40,1.000
2026-08-06 13:47:11.442,J30J40,0,40,1.001
2026-08-06 13:47:12.442,J30J40,0,40,1.000
2026-08-06 13:47:13.443,J30J40,0,40,1.001
2026-08-06 13:47:14.443,J31J40,1,40,1.000
2026-08-06 13:47:15.443,J30J40,0,40,0.999
2026-08-06 13:47:16.443,J30J40,0,40,1.000
2026-08-06 13:47:17.443,J30J40,0,40,1.000
2026-08-06 13:47:18.444,J31J40,1,40,1.001
2026-08-06 13:47:19.444,J33J40,3,40,1.000
2026-08-06 13:47:20.444,J30J40,0,40,1.001
2026-08-06 13:47:21.445,J31J40,1,40,1.000
2026-08-06 13:47:22.445,J30J40,0,40,1.000
2026-08-06 13:47:23.445,J30J40,0,40,1.000
2026-08-06 13:47:24.445,J30J40,0,40,1.000
2026-08-06 13:47:25.446,J30J40,0,40,1.000
2026-08-06 13:47:26.446,J31J40,1,40,1.000
2026-08-06 13:47:27.446,J30J40,0,40,1.000
2026-08-06 13:47:28.448,J30J40,0,40,1.002
2026-08-06 13:47:29.448,J30J40,0,40,1.000
2026-08-06 13:47:30.448,J30J40,0,40,1.000
2026-08-06 13:47:31.448,J30J40,0,40,1.000
2026-08-06 13:47:32.448,J31J40,1,40,1.000
2026-08-06 13:47:33.448,J30J40,0,40,1.000
